dataset,prevalencia_real,prev_dyssyn,erro_dyssyn,n_amostras
1479_hill-valley.csv,0.8,0.4829530051619659,0.31704699483803417,100
1479_hill-valley.csv,0.85,0.3269759614614974,0.5230240385385025,100
1479_hill-valley.csv,0.9,0.3886921670368041,0.5113078329631959,100
1479_hill-valley.csv,0.95,0.5917707665616044,0.3582292334383955,100
1485_madelon.csv,0.05,0.01729280617336765,0.032707193826632355,100
1485_madelon.csv,0.1,4.4552394047661854e-05,0.09995544760595235,100
1485_madelon.csv,0.15,4.4552394047661854e-05,0.14995544760595234,100
1485_madelon.csv,0.2,0.8561404924632119,0.6561404924632119,100
1485_madelon.csv,0.25,0.5750307016133406,0.3250307016133406,100
1485_madelon.csv,0.3,0.5240206294250545,0.22402062942505446,100
1485_madelon.csv,0.35,0.2771539132744564,0.0728460867255436,100
1485_madelon.csv,0.4,0.9999554476059523,0.5999554476059523,100
1485_madelon.csv,0.44,0.9999554476059523,0.5599554476059523,100
1485_madelon.csv,0.49,0.9999554476059523,0.5099554476059524,100
1485_madelon.csv,0.54,0.9933761597625047,0.45337615976250467,100
1485_madelon.csv,0.6,0.9269063974497271,0.32690639744972716,100
1485_madelon.csv,0.65,0.6755527132121875,0.02555271321218744,100
1485_madelon.csv,0.7,4.4552394047661854e-05,0.6999554476059523,100
1485_madelon.csv,0.75,0.9999554476059523,0.24995544760595234,100
1485_madelon.csv,0.8,0.9999554476059523,0.1999554476059523,100
1485_madelon.csv,0.85,0.9999554476059523,0.14995544760595236,100
1485_madelon.csv,0.9,0.9999554476059523,0.09995544760595232,100
1485_madelon.csv,0.95,0.9999554476059523,0.049955447605952386,100
1489_phoneme.csv,0.05,0.19459194741728886,0.14459194741728887,100
1489_phoneme.csv,0.1,0.1367555638593712,0.036755563859371204,100
1489_phoneme.csv,0.15,0.30828207134722746,0.15828207134722747,100
1489_phoneme.csv,0.2,0.31007572397404487,0.11007572397404486,100
1489_phoneme.csv,0.25,0.3951325889511118,0.1451325889511118,100
