dataset,prevalencia_real,erro_moss,erro_dys,n_amostras,var_scores,entropy
1475_first-order-theorem-proving.csv,0.54,0.09803099999999959,0.07200000000000001,100,0.11578346455133953,2.824366142134521
1475_first-order-theorem-proving.csv,0.6,0.12548466666666797,0.07599999999999996,100,0.10957747977101283,2.791364844699782
1475_first-order-theorem-proving.csv,0.65,0.05201333333333269,0.04400000000000004,100,0.12798976292438274,2.7170072294307013
1475_first-order-theorem-proving.csv,0.7,0.12515199999999993,0.1439999999999999,100,0.1131783699744856,2.8116142335726604
1475_first-order-theorem-proving.csv,0.75,0.040413999999996175,0.04500000000000004,100,0.09702307150663618,2.7514431417274325
1475_first-order-theorem-proving.csv,0.8,0.0664809999999999,0.06400000000000006,100,0.0969782967926729,2.7674582499187164
1475_first-order-theorem-proving.csv,0.85,0.17871333333333173,0.16599999999999993,100,0.10477307525046102,2.762484800872595
1475_first-order-theorem-proving.csv,0.9,0.12183900000000158,0.11399999999999999,100,0.09339825081167509,2.692951487854783
1475_first-order-theorem-proving.csv,0.95,0.16135233333333632,0.1409999999999999,100,0.08448308610550648,2.6945652385507652
1475_first-order-theorem-proving.csv,0.05,0.03439599999999994,0.020000000000000004,100,0.05911130190709877,2.266727159613362
1475_first-order-theorem-proving.csv,0.1,0.015520666666666738,0.044999999999999984,100,0.05699942540469524,2.6173193583343397
1475_first-order-theorem-proving.csv,0.15,0.016983999999999583,0.015000000000000013,100,0.07982453949164563,2.4866724992865925
1475_first-order-theorem-proving.csv,0.2,0.0985346666666666,0.09699999999999998,100,0.11504460243459311,2.620973371014209
1475_first-order-theorem-proving.csv,0.25,0.011383666666666792,0.027000000000000024,100,0.1038367102626543,2.6631778338592955
1475_first-order-theorem-proving.csv,0.3,0.005735999999999353,0.02400000000000002,100,0.11879460950573822,2.662114275799118
1475_first-order-theorem-proving.csv,0.35,0.10995200000000152,0.11299999999999996,100,0.10366706722813682,2.5812961494670827
1475_first-order-theorem-proving.csv,0.4,0.0320079999999997,0.020000000000000018,100,0.11783563758673102,2.7178499143627675
1475_first-order-theorem-proving.csv,0.44,0.12478566666666796,0.04299999999999998,100,0.10086981272719461,2.8298193735779087
1475_first-order-theorem-proving.csv,0.49,0.05321899999999913,0.061,100,0.1277563484563555,2.6453772499781514
1475_first-order-theorem-proving.csv,0.54,0.04545200000000005,0.02200000000000002,100,0.12016929589223356,2.8163324067315747
