,dataset,prevalencia_real,erro_moss,erro_dys,n_amostras,var_scores,entropy,gap_dys
1254,ArabicDigit.csv,0.05,0.010132,0.024,100,0.0451382933333333,1.6152394929251968,-0.013868
1255,ArabicDigit.csv,0.1,0.0188733333333329,0.025,100,0.0777405099999999,1.5773187288759838,-0.006126666666667103
1256,ArabicDigit.csv,0.15,0.0075136666666673,0.0479999999999999,100,0.0913328711111111,1.811399877738629,-0.0404863333333326
1257,ArabicDigit.csv,0.2,0.0094146666666679,0.053,100,0.1285620711111111,1.803384818606532,-0.0435853333333321
1258,ArabicDigit.csv,0.25,0.0098676666666683,0.0559999999999999,100,0.13665256,2.14951118222551,-0.046132333333331596
1259,ArabicDigit.csv,0.3,0.0052350000000002,0.0399999999999999,100,0.1490690877777778,2.17448823257767,-0.0347649999999997
1260,ArabicDigit.csv,0.35,0.0096186666666681,0.0549999999999999,100,0.1661497455555555,2.0902580070719634,-0.0453813333333318
1261,ArabicDigit.csv,0.4,0.0071360000000019,0.074,100,0.1759718933333333,2.104270038511745,-0.06686399999999809
1262,ArabicDigit.csv,0.44,0.0028836666666654,0.06,100,0.1953783233333333,1.8722088276175148,-0.0571163333333346
1263,ArabicDigit.csv,0.49,0.0286203333333339,0.0579999999999999,100,0.1790189511111111,2.144859875713152,-0.029379666666666
1264,ArabicDigit.csv,0.54,0.0201226666666679,0.032,100,0.1804886933333332,2.194403650119419,-0.011877333333332102
1265,ArabicDigit.csv,0.6,0.0097476666666677,0.0639999999999999,100,0.18323776,2.030764526839348,-0.0542523333333322
1266,ArabicDigit.csv,0.65,0.0014253333333318,0.051,100,0.1710132655555555,1.978021317890739,-0.049574666666668196
1267,ArabicDigit.csv,0.7,0.0003766666666703,0.0479999999999999,100,0.1582757822222222,1.8889976880454409,-0.0476233333333296
1268,ArabicDigit.csv,0.75,0.0132143333333359,0.024,100,0.1383794044444444,1.9969054391272465,-0.0107856666666641
1269,ArabicDigit.csv,0.8,0.0108326666666719,0.033,100,0.1248311944444444,2.031465971124271,-0.022167333333328102
1270,ArabicDigit.csv,0.85,0.0107986666666631,0.006,100,0.0957082344444444,1.929203746802748,0.0047986666666631
1271,ArabicDigit.csv,0.9,0.0101660000000012,0.016,100,0.06931496,1.6854740899332308,-0.0058339999999988
1272,ArabicDigit.csv,0.95,0.0148999999999999,0.011,100,0.0387126177777777,1.639995728267049,0.0038999999999999
1273,ArabicDigit.csv,0.05,0.0103,0.022,100,0.0458414444444444,1.5477079962942442,-0.011699999999999999
1274,ArabicDigit.csv,0.1,0.0137629999999996,0.036,100,0.0666708655555555,1.8148465590127287,-0.022237000000000395
