dataset,prevalencia_real,prev_moss_A,prev_moss_B,erro_moss_A,erro_moss_B,erro_dys,n_amostras,var_scores,entropy
1462_banknote-authentication.csv,0.4,0.38900066666666483,0.38933633333333145,0.010999333333335193,0.01066366666666857,0.04299999999999998,100,0.2149546844444444,1.3247231062660358
1462_banknote-authentication.csv,0.44,0.43711633333333455,0.43627966666666773,0.002883666666665452,0.003720333333332271,0.029000000000000026,100,0.2203904622222222,1.4075453049609112
1462_banknote-authentication.csv,0.49,0.48739999999999856,0.48739999999999856,0.0026000000000014345,0.0026000000000014345,0.08600000000000008,100,0.22608871555555557,1.2439370933080638
1462_banknote-authentication.csv,0.54,0.5382020000000007,0.5382856666666674,0.0017979999999993002,0.001714333333332596,0.050999999999999934,100,0.22984831555555552,1.193256584922063
1462_banknote-authentication.csv,0.6,0.5873159999999991,0.5880703333333323,0.012684000000000917,0.011929666666667726,0.02200000000000002,100,0.21392586111111112,1.4608296202507105
1462_banknote-authentication.csv,0.65,0.6478216666666685,0.6482410000000017,0.002178333333331506,0.0017589999999982897,0.039000000000000035,100,0.20401896000000005,1.2853746889410074
1462_banknote-authentication.csv,0.7,0.677244666666668,0.6765746666666682,0.022755333333331906,0.023425333333331744,0.027000000000000024,100,0.18857533333333332,1.525428538970645
1462_banknote-authentication.csv,0.75,0.7635490000000028,0.7634656666666694,0.013549000000002809,0.013465666666669374,0.06700000000000006,100,0.16728926222222223,1.2433475980656117
1462_banknote-authentication.csv,0.8,0.8010479999999962,0.8015499999999962,0.0010479999999961631,0.0015499999999961656,0.039999999999999925,100,0.1505537988888889,0.9363889458386461
1462_banknote-authentication.csv,0.85,0.8585986666666653,0.858263666666665,0.008598666666665311,0.008263666666665004,0.03400000000000003,100,0.11643277777777776,0.8407551218251497
1462_banknote-authentication.csv,0.9,0.8912549999999989,0.8918406666666658,0.008745000000001113,0.008159333333334184,0.038000000000000034,100,0.08613363888888888,0.8997324566214479
1462_banknote-authentication.csv,0.95,0.9396999999999965,0.9405406666666634,0.010300000000003418,0.009459333333336595,0.017000000000000015,100,0.04922030555555554,0.8425660042609276
1466_cardiotocography.csv,0.05,0.03509999999999992,0.015354666666666565,0.01490000000000008,0.03464533333333344,0.009000000000000001,100,0.03596120444444444,0.44191121843301795
1466_cardiotocography.csv,0.1,0.11100999999999944,0.10205766666666667,0.011009999999999437,0.002057666666666666,0.086,100,0.07684816,0.6735054201120023
1466_cardiotocography.csv,0.15,0.1375373333333328,0.13670133333333276,0.012462666666667205,0.013298666666667236,0.11200000000000002,100,0.11643746222222222,0.8502828982332851
1466_cardiotocography.csv,0.2,0.18539799999999873,0.18573266666666538,0.01460200000000128,0.01426733333333463,0.12,100,0.13600851,0.8883308415237425
